FONDO;CONCURSO;ANIO;CONTRATO;TITULO;FECHA_INICIO;FECHA_FIN;NOMBRE_SOLICITANTE;DISTRITO;PROVINCIA;DEPARTAMENTO;UBIGEO;MONTO_RNR;MONTO_FINANCIERO;MONTO_NO_FINANCIERO;MONEDA;FECHA_CORTE;;;;
FINCYT III;PROYECTOS DE VALIDACIÃ“N DE LA INNOVACIÃ“N;2020;085-INNOVATEPERU-PIEC2-2020;PLATAFORMA DE GESTIÃ“N DE PAGOS MASIVOS PARA EMPRESAS CON COMISIONISTAS;20200527;20211027;CLOSE2U S.A.C.;JESUS MARIA;LIMA;LIMA;150113;449723;180177;269547.6;SOLES;20230706;;;;
FINCYT III;VALIDACIÃ“N DE LA INNOVACIÃ“N EMPRESARIAL - RETO INNOVA COVID-19;2020;086-INNOVATEPERU-PIECOV-2020;VALIDACIÃ“N Y EMPAQUETAMIENTO DE UN KIT MOLECULAR PARA EL DIAGNÃ“STICO ESPECÃFICO DEL COVID-19;20200601;20201231;BTS CONSULTORES S.A.C.;LA PERLA;PROV. CONST. DEL CALLAO;CALLAO;70104;450000;17542.8;208158;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;087-INNOVATEPERU-IVECOV-2020;Â¿QUÃ‰ ME PASA?: UNA PLATAFORMA QUE GENERA CONVERSACIÃ“N SOBRE LA IMPORTANCIA DE LA SALUD MENTAL EN EL PERÃš.;20200630;20201029;FINOCCHIARO SALAS FRANCO;MIRAFLORES;LIMA;LIMA;150122;15694.92;0;6750;SOLES;20230706;;;;
FINCYT III;VALIDACIÃ“N DE LA INNOVACIÃ“N EMPRESARIAL - RETO INNOVA COVID-19;2020;088-INNOVATEPERU-PIECOV-2020;"AJUSTE TECNOLÃ“GICO Y VALIDACIÃ“N DE UN CONCENTRADO LÃQUIDO DE ÃCIDO LÃCTICO CON PODER DESINFECTANTE SOBRE BACTERIAS\; HONGOS Y VIRUS IBV\; OBTENIDO POR BÃO FERMENTACIÃ“N";20200616;20210915;FINCA CHURUPAMPA PERU S.A.C.;CHIRINOS;SAN IGNACIO;CAJAMARCA;60902;309320.34;119577.66;137800;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;089-INNOVATEPERU-IVECOV-2020;VOCES SALUDABLES: RADIODRAMAS BASADOS EN SITUACIONES PARA SENSIBILIZAR Y PREVENIR EL COVID-19 EN EL DISTRITO DE COMAS;20200630;20201028;CHAVEZ ESPINOZA WENDY JOHANNA;COMAS;LIMA;LIMA;150110;13752.55;1385.07;6000;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;090-INNOVATEPERU-IVECOV-2020;"\MILLAY VIRUSCHA\"" CUIDARNOS PARA CUIDAR""";20200625;20201024;APARICIO RIVEROS WALTER ANGEL;CUSCO;CUSCO;CUSCO;80101;16000;12900;5100;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;091-INNOVATEPERU-PIEC1-2020;"DESARROLLO PILOTO DE SISTEMA INNOVADOR DE PULIDO Y RECUBRIMIENTO PROTECTOR COLOREADO SUPER BRILLANTE\; CON UN SISTEMA DE ACABADO ELECTROFORÃ‰TICO QUE SE APLICARÃ EN LLAVES Y JALADORES DE CIERRES\; CON ACABADO TIPO ESPEJO\; PROTEGIÃ‰NDOLAS DEL MEDIO AMBIENTE";20200605;20220305;CORPORACION REY S.A.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;70101;299999.96;103000;84399.96;SOLES;20230706;;;;
FINCYT III;VALIDACIÃ“N DE LA INNOVACIÃ“N EMPRESARIAL - RETO INNOVA COVID-19;2020;093-INNOVATEPERU-PIECOV-2020;VALIDACIÃ“N TÃ‰CNICO - COMERCIAL Y EMPAQUETAMIENTO DE GOMA DE TARA (CAESALPINIA SPINOSA) COMO SUSTITUTO DE CARBOPOL PARA LA INDUSTRIA NACIONAL DE PRODUCCIÃ“N DE GELES HIDROALCOHÃ“LICOS.;20200622;20210422;MOLINOS ASOCIADOS SOCIEDAD ANONIMA CERRADA;VILLA EL SALVADOR;LIMA;LIMA;150142;449948;0;674999.94;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;094-INNOVATEPERU-PIEC1-2020;DESARROLLO DE UN PROTOTIPO DE CONTENEDOR PARA  TOMA DE MUESTRAS DE ESPUTO QUE EVITE LA CONTAMINACIÃ“N EN EL PROCESO PRE-ANALÃTICO DEL DIAGNÃ“STICO DE TUBERCULOSIS.;20200625;20220625;MUESTREO Y ANALISIS S.A.C.;CALLAO;PROV. CONST. DEL CALLAO;CALLAO;70101;129140.03;22525.17;7300;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;095-INNOVATEPERU-IVECOV-2020;"\ANA Y EL COVID19\"": PEQUEÃ‘AS HISTORIAS """;20200630;20201029;PAULLO ORE CAROLINA MAGDA;;;;;15966.11;33.56;6810;SOLES;20230706;;;;
FINCYT III;VALIDACIÃ“N DE LA INNOVACIÃ“N EMPRESARIAL - RETO INNOVA COVID-19;2020;096-INNOVATEPERU-PIECOV-2020;"IMPLEMENTAR UNA PLATAFORMA INTELIGENTE DE CONTROL\; MONITOREO Y SEGURIDAD DE ACCESO A LUGARES DE TRABAJO MEDIANTE VALIDACIÃ“N DE IDENTIDAD\; DETECCIÃ“N DE USO DE MASCARILLA\; MEDICIÃ“N TEMPERATURA CORPORAL Y TRIAJE RÃPIDO PARA PROTECCIÃ“N CONTRA EL COVID-19";20200630;20210129;MDP CONSULTING SAC;SAN ISIDRO;LIMA;LIMA;150131;230331.79;10000;389875;SOLES;20230706;;;;
MIPYME;PROGRAMA DESARROLLO DE PROVEEDORES - CATEGORÃA 2 - FASE DIAGNÃ“STICO;2020;097-INNOVATEPERU-PDPC2D-2020;"PROYECTO DE DESARROLLO DE LA COMPETITIVIDAD DE LOS PROVEEDORES DE LA EMPRESA DIMEXA EN LA CIUDAD DE AREQUIPA\; CON LA FINALIDAD DE SOSTENER UNA POSICIÃ“N DESTACADA EN EL ENTORNO SOCIO ECONÃ“MICO E INCREMENTAR SU RENTABILIDAD";20200729;20201129;DIMEXA S.A.;PAUCARPATA;AREQUIPA;AREQUIPA;40112;49000;6975;1225;SOLES;20230706;;;;
FINCYT III;VALIDACIÃ“N DE LA INNOVACIÃ“N EMPRESARIAL - RETO INNOVA COVID-19;2020;098-INNOVATEPERU-PIECOV-2020;VALIDACIÃ“N DEL EQUIPO SANIAIR PARA LA PREVENCIÃ“N DEL COVID -19;20200724;20211023;TECNOFOOD S.A.C.;CHORRILLOS;LIMA;LIMA;150108;275576.27;43123.73;126000;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;099-INNOVATEPERU-IVECOV-2020;RESISTENCIA CÃ“MIC-19 : HISTORIETAS ADOLESCENTES - LIBERACIÃ“N EMOCIONAL;20200625;20200925;PRIALE CORDOVA XIMENA CRISTINA SARELLA;HUANCAYO;HUANCAYO;JUNIN;120101;15500;110;6533;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;100-INNOVATEPERU-IVECOV-2020;DEFENSA 19 - JUEGO PARA DESCARGAR Y PRINT &AMP;;;;;;;;;;;;;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;101-INNOVATEPERU-IVECOV-2020;Â¡CUIDARSE ES CHÃ‰VERE!: PROYECTO DE COMUNICACIÃ“N BASADO EN UN COMIC PARA MOTIVAR EL USO DE MASCARILLAS EN NIÃ‘OS;20200630;20201029;LEO LUNA FRANCISCO ANTONIO;SAN ISIDRO;LIMA;LIMA;150131;15694.92;305.08;6900;SOLES;20230706;;;;
FINCYT III;VALIDACIÃ“N DE LA INNOVACIÃ“N EMPRESARIAL - RETO INNOVA COVID-19;2020;102-INNOVATEPERU-PIECOV-2020;MEJORAMIENTO DE LA PLATAFORMA TECNOLÃ“GICA DE TELEMEDICINA SMART DOCTOR PARA BRINDAR SERVICIOS  DE SALUD EN ALIANZA CON EL MINSA A NIVEL NACIONAL DURANTE LAS ETAPAS DE REACCIÃ“N Y RECUPERACIÃ“N FRENTE AL COVID-19;20200601;20210228;HEALTHCARE GROUP PERU S.A.C.;SAN MIGUEL;LIMA;LIMA;150136;435737.29;50562.71;206400;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;103-INNOVATEPERU-IVECOV-2020;"CONTRA COVID-19: HISTORIAS DIGITALES DE COMUNIDADES VULNERABLES\; DESAFÃOS Y PREVENCIÃ“N EN MEDIO DE LA PANDEMIA";20200624;20201123;CARDENAS IPENZA JACKELINE RUTH;VILLA MARIA DEL TRIUNFO;LIMA;LIMA;150143;13336.45;0;5716;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSION DE LA INNOVACION - RETO INNOVA COVID-19;2020;105-INNOVATEPERU-IVECOV-2020;CURSO VIRTUAL: CUENTOS DETRÃS DE LA PUERTA;20200727;20201126;CABALLERO TALAVERA MARIA GRACIA LUCIANA;SAN BORJA;LIMA;LIMA;150130;15979.67;860.33;9000;SOLES;20230706;;;;
FINCYT III;VALIDACIÃ“N DE LA INNOVACIÃ“N EMPRESARIAL - RETO INNOVA COVID-19;2020;106-INNOVATEPERU-PIECOV-2020;VALIDACIÃ“N Y EMPAQUETAMIENTO DE UN RECUBRIMIENTO LÃQUIDO DE BAJO COSTO Y FÃCIL APLICACIÃ“N PARA DAR FUNCIONALIDAD DE FILTRO ELECTROSTÃTICO Y BACTERICIDA A MASCARILLAS TEXTILES (LAVABLES-REUTILIZABLES) Y QUIRÃšRGICAS PARA MEJORAR LA PROTECCIÃ“N FRENTE AL COVID19;20200709;20210408;REPRESENTACIONES COAST SRL;SAN ISIDRO;LIMA;LIMA;150131;147400;9000;86800;SOLES;20230706;;;;
MIPYME;PROGRAMA DESARROLLO DE PROVEEDORES - CATEGORÃA 2 - FASE IMPLEMENTACIÃ“N;2020;108-INNOVATEPERU-PDPC2I-2020;"FORTALECIMIENTO DE CAPACIDADES TÃ‰CNICAS Y DE GESTIÃ“N PARA EMPRESAS PROVEEDORAS UBICADAS EN LAS REGIONES DE ICA Y LIMA\; INCREMENTANDO SUS NIVELES DE PRODUCTIVIDAD\; COMPETITIVIDAD Y CALIDAD\; BAJO ESTÃNDARES INTERNACIONALES.";20200803;20220902;TEXTILE SOURCING COMPANY S.A.C;PUEBLO NUEVO;CHINCHA;ICA;110207;600000;86000;171428.57;SOLES;20230706;;;;
MIPYME;PROGRAMA DESARROLLO DE PROVEEDORES - CATEGORÃA 2 - FASE IMPLEMENTACIÃ“N;2020;109-INNOVATEPERU-PDPC2I-2020;PROYECTO DE MEJORA Y DESARROLLO DE PROVEEDORES CON ENFOQUE A LA MEJORA DE LA COMPETITIVIDAD PARA SUS PRODUCTOS Y SERVICIOS OFRECIDOS EN EL MERCADO DEL RUBRO CONSTRUCCIÃ“N;20200813;20220413;SICMA SOCIEDAD ANONIMA CERRADA;LIMA;LIMA;LIMA;150101;600000;85714.5;171428.5714;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSIÃ“N DE CASOS DE LA INNOVACION - RECONOCIENDO LA INNOVACIÃ“N;2020;110-INNOVATEPERU-RIV-2020;"MINI-DOCUMENTAL: DOMANDO EL FRÃO\; REINVENTANDO LA VIVIENDA EN LOS ANDES";20200902;20210502;SIX LAB S.A.C.;SACHACA;AREQUIPA;AREQUIPA;40117;160000;0;68571.46;SOLES;20230706;;;;
MIPYME;PROGRAMA DESARROLLO DE PROVEEDORES - CATEGORÃA 2 - FASE IMPLEMENTACIÃ“N;2020;111-INNOVATEPERU-PDPC2I-2020;PROYECTO DE MEJORA Y DESARROLLO DE PROVEEDORES DEL RUBRO TEXTIL CON ENFOQUE A MEJORA EN SUS PROCESOS Y DESARROLLO DE PRODUCTOS NUEVOS EN EL MERCADO;20200915;20220815;ART ATLAS S.R.L.;JOSE LUIS BUSTAMANTE Y RIVERO;AREQUIPA;AREQUIPA;40129;600000;85714.2857;171428.5714;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSIÃ“N DE CASOS DE LA INNOVACION - RECONOCIENDO LA INNOVACIÃ“N;2020;113-INNOVATEPERU-RIV-2020;"JANKO\; EL Ã‰XITO DEL BIONEGOCIO: CORTOMETRAJE DOCUMENTAL";20200910;20210510;DILO CORTO SOCIEDAD ANONIMA CERRADA;MARIANO MELGAR;AREQUIPA;AREQUIPA;40109;160000;6840;61731.43;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;114-INNOVATEPERU-PIEC1-2020;DESARROLLO DE UN MODELO PILOTO DE INTELIGENCIA ARTIFICIAL PARA LA MEJORA DE UN PROCESO DE PROGRAMACIÃ“N DE PRODUCCIÃ“N DE TEJIDOS PLANOS;20200902;20211002;CREDITEX S.A.A.;ATE;LIMA;LIMA;150103;155687.34;137190.66;110560;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;116-INNOVATEPERU-PIEC1-2020;DESARROLLO DE UNA ENMIENDA COMERCIAL PARA LA MITIGACIÃ“N DEL CADMIO BIODISPONIBLE EN SUELOS DESTINADOS AL CULTIVO DE CACAO ORGÃNICO EN LAS PROVINCIAS DE MORROPÃ“N Y SAN MARTÃN-PERÃš;20200904;20221031;PSW S.A.;LURIN;LIMA;LIMA;150119;294542.4;45457.6;30076;SOLES;20230706;;;;
FINCYT III;CONCURSO FORTALECIMIENTO ESTRATÃ‰GICO DE CENTROS DE EXTENSIÃ“N Y TRANSFERENCIA TECNOLÃ“GICA (CET) - PRIMERA FASE;2020;117-INNOVATEPERU-CET-2020;FORTALECIMIENTO DE LA COMPETITIVIDAD DE LAS EMPRESAS DEL SECTOR TEXTIL - CAMÃ‰LIDOS DE LA REGIÃ“N DE AREQUIPA MEDIANTE LA MEJORA DE LOS SERVICIOS DE EXTENSIONISMO TECNOLÃ“GICO POR EL CITETEXTIL CAMÃ‰LIDOS AREQUIPA.;20210624;20211224;INSTITUTO TECNOLOGICO DE LA PRODUCCION;;;;;52341.6;0;35316.8;DOLARES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;118-INNOVATEPERU-PIEC1-2020;"DESARROLLO DE UN PROTOTIPO DE ALIMENTO VERSÃTIL VEHÃCULO EFECTIVO PARA EL SUMINISTRO DE HIERRO HEMÃNICO Y AMINOÃCIDOS DE ALTO VALOR BIOLÃ“GICO\; CON POTENCIAL USO PARA LA LUCHA CONTRA LA ANEMIA";20201005;20221005;ORGINOR NATURAL S.A.C.;LOS OLIVOS;LIMA;LIMA;150117;229970.35;34340.65;25676;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;120-INNOVATEPERU-PIEC1-2020;DESARROLLO DE UN CARAMELO DURO ESTABLE DE GRADO FRAMACÃ‰UTICO CON SUPLEMENTO DE HIERRO Y VITAMINA C EN BASE NO AZUCARADA.;20200902;20211202;V.RAVETTINO S.R.L.;LURIN;LIMA;LIMA;150119;297618.84;50719.14;33600;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE VALIDACIÃ“N DE LA INNOVACIÃ“N;2020;123-INNOVATEPERU-PIEC2-2020;"VALIDACIÃ“N DEL PROCESO DE ESTERILIZACIÃ“N MEDIANTE LIBERACIÃ“N PARAMÃ‰TRICA Y APLICANDO UN SISTEMA VACÃO\; REDUCIENDO EL TIEMPO DE ENTREGA DE 14 A 3 DIAS DE EPP QUE CUMPLE LAS ESPECIFICACIONES TÃ‰CNICAS CON ALTO ESTÃNDAR Y REDUCIENDO PATÃ“GENOS";20200915;20220315;FRANQUICIAS Y SALUD S.A. - FRANSALUD S.A.;LIMA;LIMA;LIMA;150101;448723.73;149676.27;129574.56;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSIÃ“N DE CASOS DE LA INNOVACION - RECONOCIENDO LA INNOVACIÃ“N;2020;124-INNOVATEPERU-RIV-2020;DEMOLIENDO MITOS;20201008;20210707;PASAJE 18 S.A.C.;MIRAFLORES;LIMA;LIMA;150122;141120.32;0;89500;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSIÃ“N DE CASOS DE LA INNOVACION - RECONOCIENDO LA INNOVACIÃ“N;2020;125-INNOVATEPERU-RIV-2020;INNOVANDO PARA AVANZAR (CREANDO UNA VISIÃ“N DE DESARROLLO SUSTENTABLE);20200819;20210419;KABALLO DE FUEGO HD E.I.R.L.;LA VICTORIA;LIMA;LIMA;150115;159950;41130;27420;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSIÃ“N DE CASOS DE LA INNOVACION - RECONOCIENDO LA INNOVACIÃ“N;2020;128-INNOVATEPERU-RIV-2020;CASAS SOLARES EN LA SIERRA;20200826;20210426;MULTIWAY COMUNICACIONES E.I.R.L.;YANAHUARA;AREQUIPA;AREQUIPA;40126;159247.63;13782.37;54640;SOLES;20230706;;;;
FINCYT III;CONCURSO NACIONAL PARA LA DIFUSIÃ“N DE CASOS DE LA INNOVACION - RECONOCIENDO LA INNOVACIÃ“N;2020;129-INNOVATEPERU-RIV-2020;"INNOVACIÃ“N\; SINÃ“NIMO DE PRODUCTIVIDAD Y COMPETITIVIDAD: 03 CASOS REALES DE INNOVACIÃ“N.";20200928;20210528;IMMERSION MARKETING S.A.C.;MIRAFLORES;LIMA;LIMA;150122;143334.72;20400.28;48000;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;130-INNOVATEPERU-PIEC1-2020;DISEÃ‘O Y FABRICACIÃ“N DE PIEZAS CONSTRUCTIVAS A PARTIR DE LA VALORIZACIÃ“N DE LOS DESECHOS PLÃSTICOS DE CULTIVO DE BANANO ORGÃNICO PARA EL SECTOR RURAL DE LA REGIÃ“N PIURA;20200928;20220328;BANANICA  S.A.C.;SANTIAGO DE SURCO;LIMA;LIMA;150140;300000;100000;55600;SOLES;20230706;;;;
FINCYT III;CONCURSO DE PROYECTOS COLABORATIVOS DE INNOVACIÃ“N ABIERTA;2020;131-INNOVATEPERU-CPCC2-2020;IDENTIFICACIÃ“N DE DESAFÃOS Y SELECCIÃ“N DE PROPUESTAS DE INNOVACIÃ“N ABIERTA PARA MEJORAR LA COMPETITIVIDAD DE GRUPO SANTA ELENA S.A.;20201012;20220311;GRUPO SANTA ELENA S.A.;LURIN;LIMA;LIMA;150119;300000;102699.42;74700;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;132-INNOVATEPERU-PIEC1-2020;"PLATAFORMA TECNOLÃ“GICA CON INTELIGENCIA ARTIFICIAL QUE AUTOMATIZA EL   PROCESO DE SELECCIÃ“N MASIVA DE PERSONAL OPERARIO Y PREDICE EL TIEMPO DE PERMANENCIA DEL TRABAJADOR EN LA EMPRESA\; SEGMENTADO EN SEIS SECTORES PRODUCTIVOS DE MAYOR DEMANDA EN EL PAÃS.";20200911;20211111;SOLUCIONES EN GESTION DE PERSONAL S.A.C.;CHORRILLOS;LIMA;LIMA;150108;299355.93;41044.07;34800;SOLES;20230706;;;;
MIPYME;PROGRAMA DESARROLLO DE PROVEEDORES - CATEGORÃA 2 - FASE IMPLEMENTACIÃ“N;2020;133-INNOVATEPERU-PDPC2I-2020;"MEJORAR LA GESTIÃ“N EMPRESARIAL Y PROMOVER UNA CULTURA DE SEGURIDAD Y SALUD OCUPACIONAL EN LOS PROVEEDORES DE SERVICIOS ESTRATÃ‰GICOS DE LA PESQUERA AUSTRAL GROUP UBICADOS EN CALLAO\; CHIMBOTE\; ICA\; LIMA\; MOQUEGUA Y PAITA";20200918;20220818;AUSTRAL GROUP S.A.A;SAN ISIDRO;LIMA;LIMA;150131;600000;230166;130450;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;134-INNOVATEPERU-PIEC1-2020;SCORE: SOFTWARE OMNICANAL EN LA NUBE PARA CONTACT CENTERS;20201102;20210902;SECURITEC PERU S.A.C.;JESUS MARIA;LIMA;LIMA;150113;240533.9;99066.1;142000;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;135-INNOVATEPERU-PIEC1-2020;DESARROLLO DE UN SISTEMA AUTOMATIZADO DE ALERTA TEMPRANA MEDIANTE EL USO DE MONITORES PARA DETECTAR LOS  PROBLEMAS DIGESTIVOS SUB CLÃNICOS DE VACAS LECHERAS EN AGROPECUARIA LA MOCHERITA.;20201008;20220608;AGROPECUARIA LA MOCHERITA SAC;MOCHE;TRUJILLO;LA LIBERTAD;130107;164980;90120;32300;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE INNOVACIÃ“N EMPRESARIAL;2020;138-INNOVATEPERU-PIEC1-2020;PRODUCCIÃ“N DE BIOCUERO A PARTIR DE POLIMEROS OBTENIDOS DE PENCAS DE TUNA  OPUNTIA FICUS INDICA  PARA SER UTILIZADO EN LA FABRICACIÃ“N DE ARTÃCULOS DE MARROQUINERÃA EN LA MODA SOSTENIBLE;20201012;20220612;CLASS YORDAN'S SRLTDA;LA VICTORIA;LIMA;LIMA;150115;300000;40000;39800;SOLES;20230706;;;;
FINCYT III;PROYECTOS DE VALIDACIÃ“N DE LA INNOVACIÃ“N;2020;140-INNOVATEPERU-PIEC2-2020;"VALIDACIÃ“N DE PROTOTIPO DE VIDRIO AUTOMOTRIZ CON TECNOLOGÃA ELECTROCRÃ“MICA VARIABLE PARA PERSIANAS INDEPENDIENTES\; MEDIANTE EL USO DE CONTROL POR TACTO Y POR APLICACIÃ“N\; PERMITIENDO REGULAR GRADO DE OSCURECIMIENTO Y TEMPERATURA EN CABINA";20200915;20211215;AGP PERU S.A.C.;LIMA;LIMA;LIMA;150101;450000;344800;331620;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA;2020;141-INNOVATEPERU-ADTC2-2020;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA NORMA ISO 9001:2015 EN LA EMPRESA TRANSPORTES MIK E.I.R.L.;20200923;20211023;TRANSPORTES MIK E.I.R.L.;CERRO COLORADO;AREQUIPA;AREQUIPA;40104;55000;0;16666.67;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA;2020;142-INNOVATEPERU-ADTC2-2020;IMPLEMENTACION DE LA NORMA ISO 9001:2015 SISTEMAS DE GESTION DE CALIDAD EN PATRICIA TOURS SAC;20200924;20220123;PATRICIA TOURS SOCIEDAD ANONIMA CERRADA;LURIGANCHO;LIMA;LIMA;150118;46250;0;13750;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÃ“GICOS - MIPYME PRODUCTIVA - CATEGORÃA 1;2020;143-INNOVATEPERU-ADTC1-2020;OPTIMIZACIÃ“N DEL PROCESO DE TOMA DE DECISIONES EN BASE A INDICADORES Y REPORTES DE GESTIÃ“N PARA LA EMPRESA KYODAI PERÃš S.A.C.;20200924;20210424;KYODAI PERU S.A.C.;SURQUILLO;LIMA;LIMA;150141;55000;0;16666.6667;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÃ“GICOS - MIPYME PRODUCTIVA - CATEGORÃA 1;2020;144-INNOVATEPERU-ADTC1-2020;APLICACIÃ“N DE METODOLOGÃAS DE MEJORA CONTINUA Y EVALUACIÃ“N DE ÃREA DE DESEMPEÃ‘O DE ÃREAS PRODUCTIVAS EN LA EMPRESA DLEITE;20201006;20210605;AGROINDUSTRIAS D'LEITE SOCIEDAD ANONIMA CERRADA;POCOLLAY;TACNA;TACNA;230108;55000;0;16666.6667;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA;2020;145-INNOVATEPERU-ADTC2-2020;DIAGNOSTICO E IMPLEMENTACION DE LA CERTIFICACION RAINFOREST ALLIANCE (RA) EN COOPERU - CHANCHAMAYO;20200922;20211022;"\COOPERATIVA DE PRODUCCION ESPECIAL DE LA SELVA CENTRAL DEL PERU \"" - \""COOPERU\""""";CHANCHAMAYO;CHANCHAMAYO;JUNIN;120301;55000;0;16666.67;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA;2020;146-INNOVATEPERU-ADTC2-2020;IMPLEMENTACIÃ“N Y LOGRO DE CERTIFICACIÃ“N ISO 9001:2015 E ISO 45001:2018 EN ELECTRICAL AND AUTOMATION ENGINEERING S.R.L.;20200923;20211023;ELECTRICAL AND AUTOMATION ENGINEERING S.R.L.;CAYMA;AREQUIPA;AREQUIPA;40103;55000;0;16666.6667;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA;2020;147-INNOVATEPERU-ADTC2-2020;PLAN DE IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE UN SISTEMA DE GESTIÃ“N EN SEGURIDAD Y SALUD EN EL TRABAJO (SGSST) BASADO BAJO EL ESTÃNDAR ISO 45001 EN SU VERSIÃ“N 2018 EN LA EMPRESA INDUSTRIA TEXTIL CEMAYAR S.A.C.;20200925;20220124;INDUSTRIA TEXTIL CEMAYAR SOCIEDAD ANONIMA CERRADA - INDUSTRIA TEXTIL CEMAYAR S.A.C.;SOCABAYA;AREQUIPA;AREQUIPA;40122;55000;0;16666.67;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA;2020;148-INNOVATEPERU-ADTC2-2020;CETIFICACION DE LA NORMA ISO 9001:2015 SISTEMAS DE GESTIÃ“N DE CALIDAD EN ZEIT SAC;20200923;20211123;ZEIT PERU S.A.C.;SANTIAGO DE SURCO;LIMA;LIMA;150140;53750;0;16250;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA;2020;149-INNOVATEPERU-ADTC2-2020;IMPLEMENTACIÃ“N Y CERTIFICACIÃ“N DE LA NORMA INTERNACIONAL ISO 9001:2015 PARA LA EMPRESA CONDE DE LEMOS AREQUIPA E.I.R.L.;20200925;20211025;CONDE DE LEMOS AREQUIPA E.I.R.L.;AREQUIPA;AREQUIPA;AREQUIPA;40101;55000;0;16666.6667;SOLES;20230706;;;;
FINCYT III;CONCURSO AYUDA A LA DEMANDA DE SERVICIOS TECNOLÃ“GICOS - MIPYME PRODUCTIVA - CATEGORÃA 1;2020;150-INNOVATEPERU-ADTC1-2020;"DIAGNÃ“STICO E IMPLEMENTACIÃ“N DE HERRAMIENTAS ORIENTADAS A MEJORAR EL NIVEL DE GESTIÃ“N DE LOS PROCESOS PRODUCTIVOS EN LA EMPRESA \TELLA CORP S.A.C.\""""";20200921;20210421;TELLA CORP S.A.C.;NUEVO CHIMBOTE;SANTA;ANCASH;21809;55000;0;16666.67;SOLES;20230706;;;;
